city_st,place_name,state_name,state_abbrev,population,state_fips,place_fips,NAME,place_name_raw
"Bountiful, UT",Bountiful,Utah,UT,45093,49,07690,"Bountiful city, Utah",Bountiful city
"Cedar, UT",Cedar,Utah,UT,37202,49,11320,"Cedar City city, Utah",Cedar City city
"Clearfield, UT",Clearfield,Utah,UT,32895,49,13850,"Clearfield city, Utah",Clearfield city
"Clinton, UT",Clinton,Utah,UT,23492,49,14290,"Clinton city, Utah",Clinton city
"Cottonwood Heights, UT",Cottonwood Heights,Utah,UT,32984,49,16270,"Cottonwood Heights city, Utah",Cottonwood Heights city
"Draper, UT",Draper,Utah,UT,50159,49,20120,"Draper city, Utah",Draper city
"Eagle Mountain, UT",Eagle Mountain,Utah,UT,49514,49,20810,"Eagle Mountain city, Utah",Eagle Mountain city
"Farmington, UT",Farmington,Utah,UT,24934,49,24740,"Farmington city, Utah",Farmington city
"Herriman, UT",Herriman,Utah,UT,57336,49,34970,"Herriman city, Utah",Herriman city
"Holladay, UT",Holladay,Utah,UT,31236,49,36070,"Holladay city, Utah",Holladay city
"Hurricane, UT",Hurricane,Utah,UT,21677,49,37170,"Hurricane city, Utah",Hurricane city
"Kaysville, UT",Kaysville,Utah,UT,32861,49,40360,"Kaysville city, Utah",Kaysville city
"Kearns metro township, UT",Kearns metro township,Utah,UT,37058,49,40470,"Kearns metro township, Utah",Kearns metro township
"Layton, UT",Layton,Utah,UT,82512,49,43660,"Layton city, Utah",Layton city
"Lehi, UT",Lehi,Utah,UT,81039,49,44320,"Lehi city, Utah",Lehi city
"Logan, UT",Logan,Utah,UT,53923,49,45860,"Logan city, Utah",Logan city
"Magna metro township, UT",Magna metro township,Utah,UT,29488,49,47290,"Magna metro township, Utah",Magna metro township
"Midvale, UT",Midvale,Utah,UT,35736,49,49710,"Midvale city, Utah",Midvale city
"Millcreek, UT",Millcreek,Utah,UT,63342,49,50150,"Millcreek city, Utah",Millcreek city
"Murray, UT",Murray,Utah,UT,49904,49,53230,"Murray city, Utah",Murray city
"North Ogden, UT",North Ogden,Utah,UT,21473,49,55100,"North Ogden city, Utah",North Ogden city
"North Salt Lake, UT",North Salt Lake,Utah,UT,23239,49,55210,"North Salt Lake city, Utah",North Salt Lake city
"Ogden, UT",Ogden,Utah,UT,86973,49,55980,"Ogden city, Utah",Ogden city
"Orem, UT",Orem,Utah,UT,97048,49,57300,"Orem city, Utah",Orem city
"Payson, UT",Payson,Utah,UT,22205,49,58730,"Payson city, Utah",Payson city
"Pleasant Grove, UT",Pleasant Grove,Utah,UT,37544,49,60930,"Pleasant Grove city, Utah",Pleasant Grove city
"Provo, UT",Provo,Utah,UT,114303,49,62470,"Provo city, Utah",Provo city
"Riverton, UT",Riverton,Utah,UT,44944,49,64340,"Riverton city, Utah",Riverton city
"Roy, UT",Roy,Utah,UT,39021,49,65110,"Roy city, Utah",Roy city
"St. George, UT",St. George,Utah,UT,99184,49,65330,"St. George city, Utah",St. George city
"Salt Lake, UT",Salt Lake,Utah,UT,203888,49,67000,"Salt Lake City city, Utah",Salt Lake City city
"Sandy, UT",Sandy,Utah,UT,94723,49,67440,"Sandy city, Utah",Sandy city
"Saratoga Springs, UT",Saratoga Springs,Utah,UT,44070,49,67825,"Saratoga Springs city, Utah",Saratoga Springs city
"South Jordan, UT",South Jordan,Utah,UT,80331,49,70850,"South Jordan city, Utah",South Jordan city
"South Salt Lake, UT",South Salt Lake,Utah,UT,26277,49,71070,"South Salt Lake city, Utah",South Salt Lake city
"Spanish Fork, UT",Spanish Fork,Utah,UT,43632,49,71290,"Spanish Fork city, Utah",Spanish Fork city
"Springville, UT",Springville,Utah,UT,35474,49,72280,"Springville city, Utah",Springville city
"Syracuse, UT",Syracuse,Utah,UT,34009,49,74810,"Syracuse city, Utah",Syracuse city
"Taylorsville, UT",Taylorsville,Utah,UT,59010,49,75360,"Taylorsville city, Utah",Taylorsville city
"Tooele, UT",Tooele,Utah,UT,37265,49,76680,"Tooele city, Utah",Tooele city
"Washington, UT",Washington,Utah,UT,30686,49,81960,"Washington city, Utah",Washington city
"West Jordan, UT",West Jordan,Utah,UT,116277,49,82950,"West Jordan city, Utah",West Jordan city
"West Valley, UT",West Valley,Utah,UT,137955,49,83470,"West Valley City city, Utah",West Valley City city
"Burlington, VT",Burlington,Vermont,VT,44649,50,10675,"Burlington city, Vermont",Burlington city
"South Burlington, VT",South Burlington,Vermont,VT,20488,50,66175,"South Burlington city, Vermont",South Burlington city
"Alexandria, VA",Alexandria,Virginia,VA,156788,51,01000,"Alexandria city, Virginia",Alexandria city
"Annandale, VA",Annandale,Virginia,VA,41982,51,01912,"Annandale CDP, Virginia",Annandale CDP
"Arlington, VA",Arlington,Virginia,VA,235463,51,03000,"Arlington CDP, Virginia",Arlington CDP
"Ashburn, VA",Ashburn,Virginia,VA,45551,51,03320,"Ashburn CDP, Virginia",Ashburn CDP
"Bailey's Crossroads, VA",Bailey's Crossroads,Virginia,VA,25458,51,04088,"Bailey's Crossroads CDP, Virginia",Bailey's Crossroads CDP
"Blacksburg, VA",Blacksburg,Virginia,VA,45288,51,07784,"Blacksburg town, Virginia",Blacksburg town
"Brambleton, VA",Brambleton,Virginia,VA,23999,51,09188,"Brambleton CDP, Virginia",Brambleton CDP
"Buckhall, VA",Buckhall,Virginia,VA,20447,51,10776,"Buckhall CDP, Virginia",Buckhall CDP
"Burke, VA",Burke,Virginia,VA,43336,51,11464,"Burke CDP, Virginia",Burke CDP
"Cave Spring, VA",Cave Spring,Virginia,VA,26014,51,13720,"Cave Spring CDP, Virginia",Cave Spring CDP
"Centreville, VA",Centreville,Virginia,VA,71885,51,14440,"Centreville CDP, Virginia",Centreville CDP
"Chantilly, VA",Chantilly,Virginia,VA,23744,51,14744,"Chantilly CDP, Virginia",Chantilly CDP
"Charlottesville, VA",Charlottesville,Virginia,VA,45863,51,14968,"Charlottesville city, Virginia",Charlottesville city
"Cherry Hill, VA",Cherry Hill,Virginia,VA,23443,51,15176,"Cherry Hill CDP, Virginia",Cherry Hill CDP
"Chesapeake, VA",Chesapeake,Virginia,VA,251153,51,16000,"Chesapeake city, Virginia",Chesapeake city
"Chester, VA",Chester,Virginia,VA,23519,51,16096,"Chester CDP, Virginia",Chester CDP
"Christiansburg, VA",Christiansburg,Virginia,VA,22820,51,16608,"Christiansburg town, Virginia",Christiansburg town
"Culpeper, VA",Culpeper,Virginia,VA,20437,51,20752,"Culpeper town, Virginia",Culpeper town
"Dale, VA",Dale,Virginia,VA,72793,51,21088,"Dale City CDP, Virginia",Dale City CDP
"Danville, VA",Danville,Virginia,VA,42239,51,21344,"Danville city, Virginia",Danville city
"Fairfax, VA",Fairfax,Virginia,VA,24478,51,26496,"Fairfax city, Virginia",Fairfax city
"Fair Oaks, VA",Fair Oaks,Virginia,VA,35472,51,26875,"Fair Oaks CDP, Virginia",Fair Oaks CDP
"Fredericksburg, VA",Fredericksburg,Virginia,VA,28383,51,29744,"Fredericksburg city, Virginia",Fredericksburg city
"Hampton, VA",Hampton,Virginia,VA,137334,51,35000,"Hampton city, Virginia",Hampton city
"Harrisonburg, VA",Harrisonburg,Virginia,VA,51492,51,35624,"Harrisonburg city, Virginia",Harrisonburg city
"Herndon, VA",Herndon,Virginia,VA,24529,51,36648,"Herndon town, Virginia",Herndon town
"Hopewell, VA",Hopewell,Virginia,VA,22944,51,38424,"Hopewell city, Virginia",Hopewell city
"Lake Ridge, VA",Lake Ridge,Virginia,VA,45007,51,43432,"Lake Ridge CDP, Virginia",Lake Ridge CDP
"Leesburg, VA",Leesburg,Virginia,VA,48788,51,44984,"Leesburg town, Virginia",Leesburg town
"Leesylvania, VA",Leesylvania,Virginia,VA,22848,51,45008,"Leesylvania CDP, Virginia",Leesylvania CDP
"Linton Hall, VA",Linton Hall,Virginia,VA,42077,51,45957,"Linton Hall CDP, Virginia",Linton Hall CDP
"Lorton, VA",Lorton,Virginia,VA,21961,51,47064,"Lorton CDP, Virginia",Lorton CDP
"Lynchburg, VA",Lynchburg,Virginia,VA,79255,51,47672,"Lynchburg city, Virginia",Lynchburg city
"McLean, VA",McLean,Virginia,VA,50232,51,48376,"McLean CDP, Virginia",McLean CDP
"McNair, VA",McNair,Virginia,VA,22451,51,48450,"McNair CDP, Virginia",McNair CDP
"Manassas, VA",Manassas,Virginia,VA,42674,51,48952,"Manassas city, Virginia",Manassas city
"Meadowbrook, VA",Meadowbrook,Virginia,VA,20383,51,50568,"Meadowbrook CDP, Virginia",Meadowbrook CDP
"Mechanicsville, VA",Mechanicsville,Virginia,VA,38437,51,50856,"Mechanicsville CDP, Virginia",Mechanicsville CDP
"Merrifield, VA",Merrifield,Virginia,VA,20549,51,51192,"Merrifield CDP, Virginia",Merrifield CDP
"Montclair, VA",Montclair,Virginia,VA,22295,51,52658,"Montclair CDP, Virginia",Montclair CDP
"Newport News, VA",Newport News,Virginia,VA,184774,51,56000,"Newport News city, Virginia",Newport News city
"Norfolk, VA",Norfolk,Virginia,VA,235037,51,57000,"Norfolk city, Virginia",Norfolk city
"Oakton, VA",Oakton,Virginia,VA,36776,51,58472,"Oakton CDP, Virginia",Oakton CDP
"Petersburg, VA",Petersburg,Virginia,VA,33365,51,61832,"Petersburg city, Virginia",Petersburg city
"Portsmouth, VA",Portsmouth,Virginia,VA,97299,51,64000,"Portsmouth city, Virginia",Portsmouth city
"Reston, VA",Reston,Virginia,VA,63542,51,66672,"Reston CDP, Virginia",Reston CDP
"Richmond, VA",Richmond,Virginia,VA,227595,51,67000,"Richmond city, Virginia",Richmond city
"Roanoke, VA",Roanoke,Virginia,VA,98677,51,68000,"Roanoke city, Virginia",Roanoke city
"Rose Hill (Fairfax County), VA",Rose Hill (Fairfax County),Virginia,VA,21484,51,68880,"Rose Hill CDP (Fairfax County), Virginia",Rose Hill CDP (Fairfax County)
"Salem, VA",Salem,Virginia,VA,25477,51,70000,"Salem city, Virginia",Salem city
"Short Pump, VA",Short Pump,Virginia,VA,28177,51,72272,"Short Pump CDP, Virginia",Short Pump CDP
"South Riding, VA",South Riding,Virginia,VA,34200,51,74100,"South Riding CDP, Virginia",South Riding CDP
"Springfield, VA",Springfield,Virginia,VA,30894,51,74592,"Springfield CDP, Virginia",Springfield CDP
"Staunton, VA",Staunton,Virginia,VA,25765,51,75216,"Staunton city, Virginia",Staunton city
"Sterling, VA",Sterling,Virginia,VA,31251,51,75376,"Sterling CDP, Virginia",Sterling CDP
"Suffolk, VA",Suffolk,Virginia,VA,96638,51,76432,"Suffolk city, Virginia",Suffolk city
"Tuckahoe, VA",Tuckahoe,Virginia,VA,48610,51,79560,"Tuckahoe CDP, Virginia",Tuckahoe CDP
"Tysons, VA",Tysons,Virginia,VA,28022,51,79950,"Tysons CDP, Virginia",Tysons CDP
"Virginia Beach, VA",Virginia Beach,Virginia,VA,457066,51,82000,"Virginia Beach city, Virginia",Virginia Beach city
"Waynesboro, VA",Waynesboro,Virginia,VA,22574,51,83680,"Waynesboro city, Virginia",Waynesboro city
"West Falls Church, VA",West Falls Church,Virginia,VA,30660,51,84368,"West Falls Church CDP, Virginia",West Falls Church CDP
"West Springfield, VA",West Springfield,Virginia,VA,22905,51,84976,"West Springfield CDP, Virginia",West Springfield CDP
"Winchester, VA",Winchester,Virginia,VA,27981,51,86720,"Winchester city, Virginia",Winchester city
"Woodbridge, VA",Woodbridge,Virginia,VA,43443,51,87312,"Woodbridge CDP, Virginia",Woodbridge CDP
"Woodlawn (Fairfax County), VA",Woodlawn (Fairfax County),Virginia,VA,21828,51,87410,"Woodlawn CDP (Fairfax County), Virginia",Woodlawn CDP (Fairfax County)
"Arlington, WA",Arlington,Washington,WA,20599,53,02585,"Arlington city, Washington",Arlington city
"Auburn, WA",Auburn,Washington,WA,85455,53,03180,"Auburn city, Washington",Auburn city
"Bainbridge Island, WA",Bainbridge Island,Washington,WA,24607,53,03736,"Bainbridge Island city, Washington",Bainbridge Island city
"Battle Ground, WA",Battle Ground,Washington,WA,21293,53,04475,"Battle Ground city, Washington",Battle Ground city
"Bellevue, WA",Bellevue,Washington,WA,151199,53,05210,"Bellevue city, Washington",Bellevue city
"Bellingham, WA",Bellingham,Washington,WA,92367,53,05280,"Bellingham city, Washington",Bellingham city
"Bonney Lake, WA",Bonney Lake,Washington,WA,22776,53,07170,"Bonney Lake city, Washington",Bonney Lake city
"Bothell, WA",Bothell,Washington,WA,48610,53,07380,"Bothell city, Washington",Bothell city
"Bothell West, WA",Bothell West,Washington,WA,21014,53,07395,"Bothell West CDP, Washington",Bothell West CDP
"Bremerton, WA",Bremerton,Washington,WA,44531,53,07695,"Bremerton city, Washington",Bremerton city
"Burien, WA",Burien,Washington,WA,51331,53,08850,"Burien city, Washington",Burien city
"Camas, WA",Camas,Washington,WA,26779,53,09480,"Camas city, Washington",Camas city
"Cottage Lake, WA",Cottage Lake,Washington,WA,23170,53,14940,"Cottage Lake CDP, Washington",Cottage Lake CDP
"Covington, WA",Covington,Washington,WA,20957,53,15290,"Covington city, Washington",Covington city
"Des Moines, WA",Des Moines,Washington,WA,32545,53,17635,"Des Moines city, Washington",Des Moines city
"Eastmont, WA",Eastmont,Washington,WA,23486,53,19630,"Eastmont CDP, Washington",Eastmont CDP
"Edmonds, WA",Edmonds,Washington,WA,42783,53,20750,"Edmonds city, Washington",Edmonds city
"Everett, WA",Everett,Washington,WA,111083,53,22640,"Everett city, Washington",Everett city
"Federal Way, WA",Federal Way,Washington,WA,99232,53,23515,"Federal Way city, Washington",Federal Way city
"Five Corners, WA",Five Corners,Washington,WA,21444,53,24188,"Five Corners CDP, Washington",Five Corners CDP
"Frederickson, WA",Frederickson,Washington,WA,24219,53,25475,"Frederickson CDP, Washington",Frederickson CDP
"Graham, WA",Graham,Washington,WA,35090,53,27785,"Graham CDP, Washington",Graham CDP
"Hazel Dell, WA",Hazel Dell,Washington,WA,23086,53,30305,"Hazel Dell CDP, Washington",Hazel Dell CDP
"Issaquah, WA",Issaquah,Washington,WA,39472,53,33805,"Issaquah city, Washington",Issaquah city
"Kenmore, WA",Kenmore,Washington,WA,23594,53,35170,"Kenmore city, Washington",Kenmore city
"Kennewick, WA",Kennewick,Washington,WA,84389,53,35275,"Kennewick city, Washington",Kennewick city
"Kent, WA",Kent,Washington,WA,135015,53,35415,"Kent city, Washington",Kent city
"Kirkland, WA",Kirkland,Washington,WA,91614,53,35940,"Kirkland city, Washington",Kirkland city
"Lacey, WA",Lacey,Washington,WA,57088,53,36745,"Lacey city, Washington",Lacey city
"Lake Stevens, WA",Lake Stevens,Washington,WA,39500,53,37900,"Lake Stevens city, Washington",Lake Stevens city
"Lakewood, WA",Lakewood,Washington,WA,63034,53,38038,"Lakewood city, Washington",Lakewood city
"Longview, WA",Longview,Washington,WA,37836,53,40245,"Longview city, Washington",Longview city
"Lynnwood, WA",Lynnwood,Washington,WA,40953,53,40840,"Lynnwood city, Washington",Lynnwood city
"Maple Valley, WA",Maple Valley,Washington,WA,28121,53,43150,"Maple Valley city, Washington",Maple Valley city
"Martha Lake, WA",Martha Lake,Washington,WA,22740,53,43815,"Martha Lake CDP, Washington",Martha Lake CDP
"Marysville, WA",Marysville,Washington,WA,71570,53,43955,"Marysville city, Washington",Marysville city
"Mercer Island, WA",Mercer Island,Washington,WA,25282,53,45005,"Mercer Island city, Washington",Mercer Island city
"Mill Creek, WA",Mill Creek,Washington,WA,20846,53,45865,"Mill Creek city, Washington",Mill Creek city
"Mill Creek East, WA",Mill Creek East,Washington,WA,25461,53,45870,"Mill Creek East CDP, Washington",Mill Creek East CDP
"Moses Lake, WA",Moses Lake,Washington,WA,25594,53,47245,"Moses Lake city, Washington",Moses Lake city
"Mountlake Terrace, WA",Mountlake Terrace,Washington,WA,21419,53,47490,"Mountlake Terrace city, Washington",Mountlake Terrace city
"Mount Vernon, WA",Mount Vernon,Washington,WA,35312,53,47560,"Mount Vernon city, Washington",Mount Vernon city
"Mukilteo, WA",Mukilteo,Washington,WA,21312,53,47735,"Mukilteo city, Washington",Mukilteo city
"North Lynnwood, WA",North Lynnwood,Washington,WA,23653,53,49940,"North Lynnwood CDP, Washington",North Lynnwood CDP
"Oak Harbor, WA",Oak Harbor,Washington,WA,24396,53,50360,"Oak Harbor city, Washington",Oak Harbor city
"Olympia, WA",Olympia,Washington,WA,55583,53,51300,"Olympia city, Washington",Olympia city
"Orchards, WA",Orchards,Washington,WA,29716,53,51795,"Orchards CDP, Washington",Orchards CDP
"Parkland, WA",Parkland,Washington,WA,39174,53,53335,"Parkland CDP, Washington",Parkland CDP
"Pasco, WA",Pasco,Washington,WA,78446,53,53545,"Pasco city, Washington",Pasco city
"Port Angeles, WA",Port Angeles,Washington,WA,20087,53,55365,"Port Angeles city, Washington",Port Angeles city
"Pullman, WA",Pullman,Washington,WA,31939,53,56625,"Pullman city, Washington",Pullman city
"Puyallup, WA",Puyallup,Washington,WA,42642,53,56695,"Puyallup city, Washington",Puyallup city
"Redmond, WA",Redmond,Washington,WA,75721,53,57535,"Redmond city, Washington",Redmond city
"Renton, WA",Renton,Washington,WA,105279,53,57745,"Renton city, Washington",Renton city
"Richland, WA",Richland,Washington,WA,61912,53,58235,"Richland city, Washington",Richland city
"Sammamish, WA",Sammamish,Washington,WA,66375,53,61115,"Sammamish city, Washington",Sammamish city
"SeaTac, WA",SeaTac,Washington,WA,31143,53,62288,"SeaTac city, Washington",SeaTac city
"Seattle, WA",Seattle,Washington,WA,741440,53,63000,"Seattle city, Washington",Seattle city
"Shoreline, WA",Shoreline,Washington,WA,59280,53,63960,"Shoreline city, Washington",Shoreline city
"Silverdale, WA",Silverdale,Washington,WA,21046,53,64365,"Silverdale CDP, Washington",Silverdale CDP
"Silver Firs, WA",Silver Firs,Washington,WA,21796,53,64380,"Silver Firs CDP, Washington",Silver Firs CDP
"South Hill, WA",South Hill,Washington,WA,68161,53,65922,"South Hill CDP, Washington",South Hill CDP
"Spanaway, WA",Spanaway,Washington,WA,34322,53,66255,"Spanaway CDP, Washington",Spanaway CDP
"Spokane, WA",Spokane,Washington,WA,229228,53,67000,"Spokane city, Washington",Spokane city
"Spokane Valley, WA",Spokane Valley,Washington,WA,105460,53,67167,"Spokane Valley city, Washington",Spokane Valley city
"Tacoma, WA",Tacoma,Washington,WA,220482,53,70000,"Tacoma city, Washington",Tacoma city
"Tukwila, WA",Tukwila,Washington,WA,21479,53,72625,"Tukwila city, Washington",Tukwila city
"Tumwater, WA",Tumwater,Washington,WA,26519,53,72905,"Tumwater city, Washington",Tumwater city
"Union Hill-Novelty Hill, WA",Union Hill-Novelty Hill,Washington,WA,23272,53,73307,"Union Hill-Novelty Hill CDP, Washington",Union Hill-Novelty Hill CDP
"University Place, WA",University Place,Washington,WA,34850,53,73465,"University Place city, Washington",University Place city
"Vancouver, WA",Vancouver,Washington,WA,192696,53,74060,"Vancouver city, Washington",Vancouver city
"Walla Walla, WA",Walla Walla,Washington,WA,33766,53,75775,"Walla Walla city, Washington",Walla Walla city
"Wenatchee, WA",Wenatchee,Washington,WA,35502,53,77105,"Wenatchee city, Washington",Wenatchee city
"Yakima, WA",Yakima,Washington,WA,96810,53,80010,"Yakima city, Washington",Yakima city
"Charleston, WV",Charleston,West Virginia,WV,47918,54,14600,"Charleston city, West Virginia",Charleston city
"Huntington, WV",Huntington,West Virginia,WV,46189,54,39460,"Huntington city, West Virginia",Huntington city
"Morgantown, WV",Morgantown,West Virginia,WV,30273,54,55756,"Morgantown city, West Virginia",Morgantown city
"Parkersburg, WV",Parkersburg,West Virginia,WV,29461,54,62140,"Parkersburg city, West Virginia",Parkersburg city
"Wheeling, WV",Wheeling,West Virginia,WV,26670,54,86452,"Wheeling city, West Virginia",Wheeling city
"Appleton, WI",Appleton,Wisconsin,WI,74873,55,02375,"Appleton city, Wisconsin",Appleton city
"Beloit, WI",Beloit,Wisconsin,WI,36554,55,06500,"Beloit city, Wisconsin",Beloit city
"Brookfield, WI",Brookfield,Wisconsin,WI,41592,55,10025,"Brookfield city, Wisconsin",Brookfield city
"Caledonia, WI",Caledonia,Wisconsin,WI,25292,55,11950,"Caledonia village, Wisconsin",Caledonia village
"De Pere, WI",De Pere,Wisconsin,WI,25368,55,19775,"De Pere city, Wisconsin",De Pere city
"Eau Claire, WI",Eau Claire,Wisconsin,WI,69274,55,22300,"Eau Claire city, Wisconsin",Eau Claire city
"Fitchburg, WI",Fitchburg,Wisconsin,WI,31566,55,25950,"Fitchburg city, Wisconsin",Fitchburg city
"Fond du Lac, WI",Fond du Lac,Wisconsin,WI,44491,55,26275,"Fond du Lac city, Wisconsin",Fond du Lac city
"Franklin, WI",Franklin,Wisconsin,WI,35751,55,27300,"Franklin city, Wisconsin",Franklin city
"Germantown, WI",Germantown,Wisconsin,WI,20940,55,28875,"Germantown village, Wisconsin",Germantown village
